1178,Justine,Lawrence Durrell,1957
1179,Smell of Sadness,Alfred Kossmann,1980
1180,Surfacing,Margaret Atwood,1972
1181,Solitude,Caterina Albert,1906
1182,The Green Hat,Michael Arlen,1924
1183,Indian Summer,Adalbert Stifter,1857
1184,House in the Uplands,Erskine Caldwell,1946
1185,By the Open Sea,August Strindberg,1890
1186,"City, Sister, Silver",Jáchym Topol,1994
1187,Deep River, Shūsaku Endō,1993
1188,The Artamonov Business,Maksim Gorky,1925
1189,Patterns of Childhood, Christa Wolf,1976
1190,The Immoralist,André Gide,1902
1191,The Clay Machine-gun,Viktor Pelevin,1996
1192,The Enigma of Arrival,V. S. Naipaul,1987
1193,Dirty Havana Trilogy,Pedro Juan Gutierrez,1998
1194,Disobedience,Alberto Moravia,1948
1195,Quicksand,Nella Larsen,1928
1196,Dusklands,J M Coetzee,1974
1197,None but the Brave,Arthur Schnitzler,1901
1198,The Viceroys,Federico De Roberto,1894
1199,Homo Faber,Max Frisch,1957
1200,The Cement Garden,Ian McEwan,1978
1201,The Trick Is to Keep Breathing,Janice Galloway,1989
1202,The Charwoman's Daughter,James Stephens,1912
1203,A Day Off,Storm Jameson,1933
1204,Professor Martens' Departure,Jaan Kross,1984
1205,All about H. Hatterr, G. V. Desani,1948
1206,Fanny Hill, John Cleland,1748
1207,The Garden Where the Brass Band Played,Simon Vestdijk,1950
1208,La Celestina,,1499
1209,The Year of the Hare, Arto Paasilinna,1975
1210,The Harvesters,Cesare Pavese,1941
1211,The Labyrinth of Solitude,Octavio Paz,1950
1212,Gimmick!,Joost Zwagerman,1989
1213,"Thomas of Reading, Or, The Sixe Worthie Yeomen of the West",Thomas Deloney,1612
1214,Joseph Andrews,Henry Fielding,1742
1215,Like Life,Lorrie Moore,1990
1216,"Julie, or the New Heloise",Jean-Jacques Rousseau,1761
1217,Alamut,Vladimir Bartol,1938
1218,Stone Junction: An Alchemical Pot-Boiler, Jim Dodge,1990
1219,Justine,Marquis de Sade,1791
1220,The Adventures of Caleb Williams,William Godwin,1794
1221,Mansfield Park,Jane Austen,1814
1222,Camilla,Fanny Burney,1796
1223,In a Glass Darkly,Sheridan Le Fanu,1872
1224,Phineas Finn,Anthony Trollope,1867
1225,The Judge and His Hangman,Friedrich Dürrenmatt,1952
1226,Mother,Maksim Gorky,1907
1227,Around the World in Eighty Days,Jules Verne,1873
1228,Amok,Stefan Zweig,1922
1229,Pepita Jimenez,Juan Valera y Alcalá-Galiano,1874
1230,The Life of Lazarillo de Tormes,,1554
1231,The Master,Colm Tóibín,2004
1232,Quo Vadis,Henryk Sienkiewicz,1896
1233,Remembering Babylon,David Malouf,1993
1234,Deep Rivers,José María Arguedas,1958
1235,Some Experiences of an Irish R. M.,"Edith Somerville, Violet Florence Martin",1899
1236,I Thought of Daisy,Edmund Wilson,1929
1237,The House on the Borderland,Frances Hodgson Burnett,1908
1238,"Spring Flowers, Spring Frost",Ismail Kadare,2000
1239,The Forbidden Kingdom,Jan Jacob Slauerhoff,1932
1240,Journey to the Alcarria, Camilo José Cela,1948
1241,A Void,Georges Perec,1969
1242,The Daughter,Pavlos Matesis,1990
1243,Anton Reiser,Karl Philipp Moritz,1785
1244,So Long a Letter, Mariama Bâ,1979
1245,Jacob the Liar,Jurek Becker,1969
1246,Mr Norris Changes Trains,Christopher Isherwood,1935
1247,"Waiting for the Dark, Waiting for the Light",Ivan Klíma,1993
1248,Summer in Baden-Baden,Leonid Tsypkin,1981
1249,Vertigo,W. G. Sebald,1990
1250,The Crow Road,Iain Banks,1992
1251,Erewhon,Samuel Butler,1872
1252,The Children's Book,A. S. Byatt,2009
1253,The Underdogs,Mariano Azuela,1916
1254,The Museum of Unconditional Surrender,Dubravka Ugrešić,1999
1255,Max Havelaar,Multatuli,1860
1256,Indigo,Marina Warner,1992
1257,The Laws,Connie Palmen,1991
1258,American Rust,Philipp Meyer,2009
1259,Thaïs,Anatole France,1890
1260,Uncle Petros and Goldbach's Conjecture,Apostolos Doxiadis,1992
1261,Keep the Aspidistra Flying,George Orwell,1936
1262,Under Fire, Henri Barbusse,1916
1263,"They Shoot Horses, Don't They?",Horace McCoy,1935
1264,Transit,Anna Seghers,1942
1265,Requiem for a Dream,Hubert Selby,1978
1266,"This Way for the Gas, Ladies and Gentlemen",Tadeusz Borowski,1948
1267,The Unfortunate Traveller,Thomas Nashe,1594
1268,Ancestral Voices,Etienne van Heerden,1986
1269,The Adventures and Misadventures of Maqroll,Alvaro Mutis,1993
1270,The House of Ulloa,Emilia Pardo Bazán,1886
1271,Tarka the Otter,Henry Williamson,1927
1272,The Pigeon,Patrick Suskind,1987
1273,The Tin Flute,Gabrielle Roy,1945
1274,Exercises in Style,Raymond Queneau,1963
1275,The Devil and Miss Prym,Paulo Coelho,2000
1276,Everything That Rises Must Converge,Flannery O'Connor,1965
1277,The Thin Man,Dashiell Hammett,1932
1278,Looking For The Possible Dance,A. L. Kennedy,1993
1279,The Invention of Curried Sausage,Uwe Timm,1993
1280,Democracy,Joan Didion,1984
1281,Le Diable au corps,Raymond Radiguet,1923
1282,Pharaoh, Bolesław Prus,1897
1283,The Kingdom of This World,Alejo Carpentier,1949
1284,The Case of Sergeant Grischa, Arnold Zweig,1927
1285,Her Privates We,Frederic Manning,1929
1286,Locus Solus,Raymond Roussel,1914
1287,Ashes and Diamonds,Jerzy Andrzejewski,1948
1288,The Virgin in the Garden,A. S. Byatt,1978
1289,The Commandant,Jessica Anderson,1975
1290,The Cathedral,Oles Honchar,1968
1291,Passing,Nella Larsen,1929
1292,The Club Dumas,Arturo Pérez-Reverte,1992
1293,Camera Obscura,Nicolaas Beets,1839
1294,Miss Pettigrew Lives for a Day,Winifred Watson,1938
1295,Asphodel,Hilda Doolittle,1992
1296,Fado Alexandrino,António Lobo Antunes,1983
1297,Pnin,Vladimir Nabokov,1957
1298,Troubling Love,Elena Ferrante,1995
1299,The Piano Teacher,Elfriede Jelinek,1983
1300,Cat and Mouse,Günter Grass,1961
1301,The Vice-Consul,Marguerite Duras,1966
1302,Our Lady of the Assassins,Fernando Vallejo,1994
1303,No One Writes to the Colonel,Gabriel Garcia Marquez,1961
1304,The Wars, Timothy Findley,1977
1305,Rituals,Cees Nooteboom,1980
1306,Return to Oegstgeest,Jan Wolkers,1965
1307,The Day of the Dolphin, Robert Merle,1967
1308,The Great Indian Novel,Shashi Tharoor,1989
1309,Memoirs of Martinus Scriblerus,Scriblerus Club,1741
1310,Faceless Killers, Henning Mankell,1991
1311,The Sorrow of Belgium,Hugo Claus,1983
1312,Southern Seas,Manuel Vázquez Montalbán,1979
1313,Silk,Alessandro Baricco,1996
1314,Fool's Gold,Máro Doýka,1979
1315,The Virgin Suicides,Jeffrey Eugenides,1993
1316,"Thank You, Jeeves",P. G. Wodehouse,1934
1317,Pallieter,Felix Timmermans,1916
1318,All Souls' Day,Cees Nooteboom,1998
1319,Sexing the Cherry,Jeanette Winterson,1989
1320,Une vie,Guy de Maupassant,1883
1321,The Witness, Juan José Saer,1983
1322,On the Heights of Despair,Emil Cioran,1934
1323,Margot and the Angels,Kristien Hemmerechts,
1324,Death Sentence, Maurice Blanchot,1948
1325,What I Loved,Siri Hustvedt,2003
1326,What a Carve Up!,Jonathan Coe,1993
1327,The Blind Side of the Heart,Julia Franck,2007
1328,The Heretic,Miguel Delibes,1998
1329,The Singapore Grip,J. G. Farrell,1978
1330,As If I Am Not There,Slavenka Drakulic,1999
1331,The Guide,R. K. Narayan,1958
1332,In the Heart of the Country,J M Coetzee,1977
1333,Crossfire,Miyuki Miyabe,1998
1334,Impressions of Africa,Raymond Roussel,1910
1335,Kiss of the Spider Woman,Manuel Puig,1976
1336,In Search of Klingsor,Jorge Volpi Escalante,1999
1337,Eyeless in Gaza,Aldous Huxley,1936
1338,The Pit and the Pendulum,Edgar Allan Poe,1842
1339,The Quest for Christa T., Christa Wolf,1968
1340,Matigari,Ngugi wa Thiong'o,1986
1341,Torrents of Spring,Ivan Turgenev,1872
1342,The Nose,Nikolai Gogol,1836
1343,Against the Day,Thomas Pynchon,2006
1344,Pamela,Samuel Richardson,
1345,King Solomon's Mines,H. Rider Haggard,1885
1346,The Adventures of Peregrine Pickle,Tobias Smollett,1751
1347,Far from the Madding Crowd,Thomas Hardy,1874
1348,Alias Grace,Margaret Atwood,1996
1349,Soldiers of Salamis,Javier Cercas,2001
1350,Cutter and Bone,Newton Thornburg,1976
1351,The Birds,Tarjei Vesaas,1957
1352,Measuring the World,Daniel Kehlmann,2005
1353,Moon Palace,Paul Auster,1989
1354,At the Mountains of Madness,H. P. Lovecraft,1936
1355,War with the Newts,Karel Čapek,1936
1356,Nemesis,Philip Roth,2010
1357,Nervous Conditions,Tsitsi Dangarembga,1988
1358,Summer Will Show,Sylvia Townsend Warner,1936
1359,Memoirs of a Peasant Boy,Xosé Neira Vilas,1961
1360,In Parenthesis,David Jones,1937
1361,Whatever,Michel Houellebecq,1994
1362,The Last World,Christoph Ransmayr,1988
1363,The Time of Indifference,Alberto Moravia,1929
1364,Melmoth the Wanderer,Charles Robert Maturin,1820
1365,The Professor's House,Willa Cather,1925
1366,Disappearance, David Dabydeen,1993
1367,On the Edge of Reason,Miroslav Krleža,1938
1368,The Living and the Dead,Patrick White,1941
1369,The Marriage Plot,Jeffrey Eugenides,2011
1370,Santa Evita,Tomás Eloy Martínez,1995
1371,The Tale of the Bamboo Cutter,,1592
1372,L'Abbé C,Georges Bataille,1950
1373,Almost Transparent Blue,Ryū Murakami,1976
1374,Holder of the World: A Novel,Bharati Mukherjee,1993
1375,The Midnight Examiner,William Kotzwinkle,1990
1376,The Lonely Londoners,Sam Selvon,1956
1377,The Fan Man,William Kotzwinkle,1974
1378,Possessing the Secret of Joy,Alice Walker,1992
1379,Empire of the Sun,J. G. Ballard,1984
1380,Who Do You Think You Are?,Alice Munro,1978
1381,Morvern Callar,Alan Warner,1995
1382,Billiards at Half-Past Nine,Heinrich Böll,1959
1383,Blaming,Elizabeth Taylor,1976
1384,The Return of Philip Latinowicz,Miroslav Krleža,1932
1385,Strait is the Gate,André Gide,1909
1386,Delta of Venus,Anaïs Nin,1977
1387,The Successor,Ismail Kadare,2003
1388,Il Piacere,Gabriele D'Annunzio,1889
1389,Rob Roy,Walter Scott,1817
1390,Insatiability,Stanisław Ignacy Witkiewicz,1930
1391,Monica,Saunders Lewis,1930
1392,The Fall of the House of Usher,Edgar Allan Poe,1839
1393,The Girls of Slender Means,Muriel Spark,1963
1394,The Path to the Nest of Spiders,Italo Calvino,1947
1395,Fantômas," Marcel Allain, Pierre Souvestre",1911
1396,The Butcher Boy, Patrick McCabe,1992
1397,The Apes of God, Wyndham Lewis,1930
1398,Legend,David Gemmell,1984
1399,The Young Man,Botho Strauß,1984
1400,Eva Trout,Elizabeth Bowen,1968
1401,Half of Man is Woman,Zhang Xianliang,1985
1402,The Monk,Matthew Lewis,1796
1403,Hawksmoor,Peter Ackroyd,1985
1404,Murder Must Advertise,Dorothy L Sayers,1933
1405,Celestial Harmonies,Peter Esterhazy,2000
1406,To Each His Own,Leonardo Sciascia,1966
1407,Joseph and His Brothers,Thomas Mann,1933
1408,Castle Rackrent,Maria Edgeworth,1800
1409,La Bête humaine,Émile Zola,1890
1410,Faces In The Water,Janet Frame,1961
1411,Inland,Gerald Murnane,1989
1412,Pierre et Jean,Guy de Maupassant,1888
1413,Tent of Miracles,Jorge Amado,1969
1414,The Case of Comrade Tulayev,Victor Serge,1949
1415,Vathek, William Beckford,1786
1416,The Passion According to G.H.,Clarice Lispector,1964
1417,The Island of Doctor Moreau,H. G. Wells,1896
1418,Nana,Émile Zola,1880
1419,Blind Man with a Pistol,Chester Himes,1969
1420,The Elegance of the Hedgehog,Muriel Barbery,2006
1421,A Pale View of Hills,Kazuo Ishiguro,1982
1422,The Midwich Cuckoos,John Wyndham,1957
1423,Senilità,Italo Svevo,1898
1424,Memories of Rain,Sunetra Gupta,1992
1425,Veronika Decides to Die,Paulo Coelho,1998
1426,All Souls,Javier Marías,1987
1427,Pilgrimage,Dorothy Richardson,1967
1428,On Love,Alain de Botton,1993
1429,Arcadia,Jim Crace,1992
1430,Lives of Girls and Women,Alice Munro,1971
1431,Manon des sources,Marcel Pagnol,1963
1432,Nowhere Man,Aleksandar Hemon,2002
1433,The Back Room,Carmen Martín Gaite,1978
1434,Heinrich of Ofterdingen,Novalis,1802
1435,The Life of Insects,Victor Pelevin,1997
1436,Fear of Flying, Erica Jong,1973
1437,Broken April,Ismail Kadare,1978
1438,Things: A Story of the Sixties,Georges Perec,1965
1439,Down There,J. K. Huysmans,1891
1440,The Last Temptation of Christ,Nikos Kazantzakis,1955
1441,Eline Vere, Louis Couperus,1889
1442,A Question of Power,Bessie Head,1973
1443,The Manor,Isaac Bashevis Singer,1967
1444,Adam Bede,George Eliot,1859
1445,Cheese, Willem Elsschot,1933
1446,Tirant Lo Blanc,,1490
1447,The Castle of Crossed Destinies,Italo Calvino,1973
1448,Life and Death of Harriett Frean,May Sinclair,1922
1449,Dictionary of the Khazars,Milorad Pavic,1984
1450,Broad and Alien is the World,Ciro Alegría,1941
1451,Silence,Shusaku Endo,1966
1452,The Hothouse,Wolfgang Koeppen,1953
1453,The Twins, Tessa De Loo,1993
1454,The Bridge on the Drina, Ivo Andrić,1945
1455,Paradise of the Blind,Dương Thu Hương,1988
1456,Martín Fierro, José Hernández,1872
1457,Evelina,Fanny Burney,1778
1458,The 120 Days of Sodom,Marquis de Sade,1785
1459,The Devil's Pool, George Sand,1846
1460,To the North,Elizabeth Bowen,1932
1461,Quartet in Autumn,Barbara Pym,1977
1462,The Melancholy of Resistance,László Krasznahorkai,1989
1463,Crome Yellow,Aldous Huxley,1921
1464,Cain,José Saramago,2009
1465,A Sentimental Journey Through France and Italy,Laurence Sterne,1768
1466,The Summer Book,Tove Jansson,1972
1467,The End of the Story,Lydia Davis,1995
1468,Time of Silence, Luis Martín-Santos,1962
1469,"Here's to You, Jesusa!",Elena Poniatowska,1969
1470,A Kestrel for a Knave, Barry Hines,1968
1471,No Laughing Matter,Angus Wilson,1967
1472,Carry Me Down,M.J. Hyland,2006
1473,The Beautiful Mrs. Seidenman,Andrzej Szczypiorski,1986
1474,The Black Dahlia,James Ellroy,1987
1475,The Travels of Persiles and Sigismunda,Miguel de Cervantes,1617
1476,Life of Christ, Giovanni Papini,1921
1477,Lady Number Thirteen,José Carlos Somoza,2003
1478,King Lear of the Steppes,Ivan Turgenev,1870
1479,A Boy's Own Story,Edmund White,1982
1480,"Kieron Smith, Boy",James Kelman,2008
1481,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987
1482,The Engineer of Human Souls,Josef Škvorecký,1977
1483,The Sound of Waves,Yukio Mishima,1954
1484,Typical: Stories, Padgett Powell,1991
1485,Inside Mr. Enderby,Anthony Burgess,1963
1486,On the Black Hill,Bruce Chatwin,1982
1487,Death in Rome,Wolfgang Koeppen,1954
1488,The Glass Bees,Ernst Jünger,1957
1489,Amadis of Gaul,,1304
1490,The Return of the Soldier,Rebecca West,1918
1491,Bosnian Chronicle, Ivo Andrić,1945
1492,The Quest,Frederik van Eeden,1885
1493,Bébo's Girl,Carlo Cassola,1960
1494,The Dead Father,Donald Barthelme,1975
1495,Marius the Epicurean, Walter Pater,1885
1496,Retreat Without Song,Shahan Shahnour,1929
1497,Solaris,Stanisław Lem,1961
1498,Clear Light of Day,Anita Desai,1980
1499,Taebaek Sanmaek,Jo Jung-rae,1986
1500,Drunkard,Émile Zola,1877
1501,The Guiltless,Hermann Broch,1950
1502,The Sea of Fertility,Yukio Mishima,1970
1503,The Cider House Rules,John Irving,1985
1504,Claudine,Colette,1922
1505,The Lion of Flanders, Hendrik Conscience,1838
1506,"One, No One and One Hundred Thousand",Luigi Pirandello,1926
1507,The Floating Opera,John Barth,1956
1508,The Graduate, Charles Webb,1963
1509,The Mysteries of Udolpho,Ann Radcliffe,1794
1510,The River Between,Ngugi wa Thiong'o,1965
1511,The Autumn of the Patriarch,Gabriel Garcia Marquez,1975
1512,The Lost Language of Cranes,David Leavitt,1986
1513,The Expedition of Humphry Clinker,Tobias Smollett,1771
1514,"Love in Excess; or, The Fatal Enquiry",Eliza Haywood,1720
1515,Baltasar and Blimunda,José Saramago,1982
1516,Burger's Daughter,Nadine Gordimer,1979
1517,I'm Not Scared,Niccolò Ammaniti,2001
1518,Hell, Henri Barbusse,1908
1519,The Female Quixote, Charlotte Lennox,1752
1520,The Shadow Lines,Amitav Ghosh,1988
1521,Larva: Midsummer Night's Babel,Julián Ríos,1984
1522,Moscow-Petushki,Venedikt Yerofeev,1969
1523,Four Quartets,T. S. Eliot,1943
1524,Family Life,Akhil Sharma,2014
1525,What Belongs to You,Garth Greenwell,2016
1526,Winter's Bone,Daniel Woodrell,1999
1527,Honored Guest,Joy Williams,2004
1528,Magic for Beginners,Kelly Link,2005
1529,Out Stealing Horses,Per Petterson,2003
1530,The Intuitionist: A Novel,Colson Whitehead,1999
1531,The Ghost Road,Pat Barker,1995
1532,House Made of Dawn,N. Scott Momaday,1968
1533,Remainder,Tom McCarthy,2005
1534,Lincoln in the Bardo,George Saunders,2017
1535,The Alienist,Caleb Carr,1994
1536,Talk Before Sleep,Elizabeth Berg,1994
1537,Rubyfruit Jungle,Rita Mae Brown,1973
1538,Tree of Smoke,Denis Johnson,2007
1539,The Education of Little Tree,Forrest Carter,1976
1540,The Last Samurai,Helen DeWitt,2000
1541,The Chaneysville Incident,David Bradley,1981
1542,Netherland,Joseph O'Neill,2009
1543,Black Beauty: The Autobiography of a Horse,Anna Sewell,1877
1544,White Fang,Jack London,1906
1545,Bring Up the Bodies: A Novel,Hilary Mantel,2012
1546,The Nickel Boys,Colson Whitehead,2019
1547,The Magic Barrel,Bernard Malamud,1958
1548,Dombey and Son,Charles Dickens,1848
1549,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",C S Forester,1937
1550,The Little Stranger,Sarah Waters,2009
1551,The Lovely Bones,Alice Sebold,2002
1552,Collected Poems of Ted Hughes,Ted Hughes,2003
1553,Europe Central,William T. Vollmann,2005
1554,The Martian,Andy Weir,2011
1555,Jurassic Park,Michael Crichton,1990
1556,Fifty Shades of Grey: ,E L James,2011
1557,The Help,Kathryn Stockett,2009
1558,The Bone People,Keri Hulme,1984
1559,The Beautiful and Damned ,F. Scott Fitzgerald,1922
1560,The Collected Plays of W.B. Yeats,William Butler Yeats,1939
1561,Dreamtigers,Jorge Luis Borges,1960
1562,Monsignor Quixote,Graham Greene,1982
1563,Carrie,Stephen King,1974
1564,Vendor Of Sweeets,"R. K. Narayan, R. K",1967
1565,Tender Buttons,Gertrude Stein,1914
1566,Eight Men: Short Stories,Richard Wright,1961
1567,Short Friday: And Other Stories,Isaac Bashevis Singer,1991
1568,Open Secrets: Stories,Alice Munro,1994
1569,The Eustace Diamonds,Anthony Trollope,1871
1570,The Bone is Pointed: An Inspector Bonaparte Mystery #6 ,Arthur William Upfield,1938
1571,My Book House,Olive Beaupré Miller,1921
1572,Mysteries,Knut Hamsun,1892
1573,The Innocence of Father Brown,G. K. Chesterton,1911
1574,The Complete Works of Nathanael West,Nathanael West,1940
1575,The Portable Faulkner,William Faulkner,1946
1576,Amelia,Henry Fielding,1751
1577,The School for Wives,Molière,1662
1578,The Would-Be Invalid,Molière,1673
1579,The Snowy Day,Ezra Jack Keats,1962
1580,Strange Fruit,Lillian Smith,1944
1581,The Negro Caravan: Writings by American Negroes,"Sterling Allen Brown, Arthur Paul Davis, Ulysses Lee",1941
1582,Death of a Lake,Arthur William Upfield,1954
1583,The Poorhouse Fair: A Novel,John Updike,1959
1584,The Complete Plays of T. S. Eliot,T. S. Eliot,1965
1585,The Seance and Other Stories,Isaac Bashevis Singer,1991
1586,The Cat in the Hat,Dr. Seuss,1957
1587,The Richard Trilogy,Paul Horgan,1990
1588,Requiem,Anna Akhmatova,1935
1589,Women in Their Beds,Gina Berriault,1997
1590,Mother Courage and Her Children,Bertolt Brecht,1939
1591,Herland,Charlotte Perkins Gilman,
1592,"Horseman, Pass By: A Novel",Larry McMurtry,1961
1593,Confessions of a Mask,Yukio Mishima,1949
1594,Renascence and Other Poems,Edna St. Vincent Millay,1917
1595,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,1965
1596,The Fortunes Of Richard Mahony,Henry Handel Richardson,1929
1597,Peyton Place,Grace Metalious,1956
1598,War Poems of Siegfried Sassoon,Siegfried Sassoon,1919
1599,The Bride Price,Buchi Emecheta,1975
1600,Billy Bathgate,E. L. Doctorow,1989
1601,Shahnameh,Ferdowsi,1010
1602,A Rose for Emily,William Faulkner,1930
1603,The Times Are Never So Bad: A Novella and Eight Short Stories,Andre Dubus,1983
1604,The Short Happy Life of Francis Macomber,Ernest Hemingway,1936
1605,Milkman,Anna Burns,2018
1606,The Loneliness of the Long-distance Runner,Alan Sillitoe,1959
1607,The Would-Be Gentleman,Molière,1670
1608,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain,1881
1609,Dark symphony: Negro literature in America,"James A. Emanuel (Comp), Theodore L. Gross (Joint Comp)",
1610,Walden Two,B. F. Skinner,1948
1611,Guerrillas,V. S. Naipaul,1975
1612,Body Rags,Galway Kinnell,1968
1613,Don Juan,Molière,1821
1614,Alcestis,Euripides,-438
1615,The Prussian Officer,D. H. Lawrence,1914
1616,Best of Simple,Langston Hughes,1961
1617,The Beast in the Jungle,Henry James,1903
1618,The March,E. L. Doctorow,2005
1619,Shadows on the Rock,Willa Cather,1931
1620,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,1935
1621,The Inimitable Jeeves,P. G. Wodehouse,1923
1622,The Blithedale Romance,Nathaniel Hawthorne,1852
1623,The Iceman Cometh,Eugene O'Neill,1939
1624,Beauty and Sadness,Yasunari Kawabata,1964
1625,The Miser,Molière,1668
1626,The Age of Anxiety,W. H. Auden,1947
1627,The Wild Swans at Coole,William Butler Yeats,1917
1628,Burmese Days,George Orwell,1934
1629,"Sarah, Plain and Tall",Patricia MacLachlan,1985
1630,The Plum in the Golden Vase,Anonymous,1610
1631,Improvement,Joan Silber,2017
1632,The English Teacher,R. K. Narayan,1945
1633,The Mysterious Affair at Styles,Agatha Christie,1920
1634,Augustus,John Williams,1973
1635,Follow the River,James Alexander Thom,1981
1636,Haroun and the Sea of Stories,Salman Rushdie,1990
1637,In the Time of the Butterflies,Julia Alvarez,1994
1638,The Jewel In The Crown,Paul Scott,1966
1639,Flicker,Theodore Roszak,1991
1640,The Merry Adventures of Robin Hood,Howard Pyle,1883
1641,A Legacy,Sybille Bedford,1956
1642,In the Heart of the Heart of the Country,William H. Gass,1968
1643,The Executioner's Song,Norman Mailer,1980
1644,A Wild Sheep Chase,Haruki Murakami,1982
1645,The Memoirs of a Survivor,Doris May Lessing,1974
1646,Northern Lights,Philip Pullman,1995
1647,Dog,Kerstin Ekman,
1648,The Dwarf,Par Lagerkvist,1945
1649,The Book-Dealer Who Ceased Bathing,Fritiof Nilsson Piraten,1937
1650,Second-class Citizen,Buchi Emecheta,1974
1651,The Man Without a Way,Erik Lindegren,
1652,The Emperor of Portugallia,Selma Lagerlöf,1914
1653,The Emigrants,Vilhelm Moberg,1949
1654,Rhythms,Harry Martinson,
1655,They Burn the Thistles,Yaşar Kemal,1969
1656,Collected Poems,Nils Ferlin,
1657,The Early Stories,John Updike,2004
1658,The Road to Klockrike,Harry Martinson,1948
1659,Barefoot,Zaharia Stancu,
1660,Samuels bok,Sven Delblanc,1981
1661,Stockholm series,Per Anders Fogelström,1960
1662,After the Flood,P. C. Jersild,1982
1663,"Mio, My Son",Astrid Lindgren,1954
1664,The Days of His Grace,Eyvind Johnson,1960
1665,Bathsheba,Torgny Lindgren,
1666,The Baron in the Trees,Italo Calvino,1957
1667,The Long Ships,Frans G. Bengtsson,1941
1668,The Women's Room,Marilyn French,1977
1669,The Serious Game,Hjalmar Soderberg,1912
1670,Kallocain,Karin Boye,1940
1671,The bells of Bicêtre,Georges Simenon,
1672,Hotel du Lac,Anita Brookner,1984
1673,Doctor Glas,Hjalmar Soderberg,1905
1674,The Werewolf,Aksel Sandemose,
1675,The Queen's Tiara,Carl Jonas Love Almquist,1834
1676,Flowering Nettle,Harry Martinson,1935
1677,The Wind on the Moon,Eric Linklater,1944
1678,The Czar's Madman,Jaan Kross,1978
1679,Bridge to Terabithia,Katherine Paterson,1977
1680,Death Of A Salesman,Arthur Miller,1949
1681,Prufrock and Other Observations,T. S. Eliot,1917
1682,The Power of One,Bryce Courtenay,1989
1683,Point Counter Point,Aldous Huxley,1928
1684,The Voyages of Doctor Dolittle,Hugh Lofting,1922
1685,The Little Engine that Could,Platt & Munk,1930
1686,The Song of Hiawatha,Henry Wadsworth Longfellow,1855
1687,Forever: A Novel,Pete Hamill,2003
1688,The Scarlet Plague,Jack London,1915
1689,Miss Susie Slagle's,Augusta Tucker,1939
1690,Story of Ferdinand,Munro Leaf,1936
1691,The Little Grey Men,B B,1942
1692,Edmund Dulac's Fairy-Book,Edmund Dulac,1953
1693,The Island Within,Ludwig Lewisohn,1928
1694,The Warlord of Mars,Edgar Rice Burroughs,1913
1695,Miss Pickerell Goes to Mars,Ellen Macgregor,1951
1696,Smoky the Cowhorse,Will James,1927
1697,The Cloister and the Hearth,Charles Reade,1861
1698,The Moon is Down,John Steinbeck,1942
1699,Snow Flower and the Secret Fan,Lisa See,2005
1700,Persepolis Two,Marjane Satrapi,2001
1701,The Secret Garden,Frances Hodgson Burnett,1911
1702,Busman’s Honeymoon,Dorothy L Sayers,1937
1703,The Moon is a Harsh Mistress,Robert A. Heinlein,1966
1704,Baudolino,Umberto Eco,2000
1705,The Poetry of Ezra Pound,Ezra Pound,1972
1706,Affliction,Russell Banks,1997
1707,Chronicle of a Death Foretold,Gabriel Garcia Marquez,1981
1708,Leaving the Atocha Station,Ben Lerner,2011
1709,Obasan,Joy Kogawa,1981
1710,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996
1711,Tenth of December,George Saunders,2013
1712,Mason & Dixon,Thomas Pynchon,1997
1713,Girl in Hyacinth Blue,Susan Vreeland,1999
1714,Wise Children,Angela Carter,1991
1715,Ice-Candy-Man,Bapsi Sidhwa,
1716,Riders,Jilly Cooper,1985
1717,The House at Pooh Corner,A. A Milne,
1718,American Gods,Neil Gaiman,2001
1719,The Commitments,Roddy Doyle,1987
1720,The Black Book,Orhan Pamuk,1990
1721,The Seventh Cross,Anna Seghers,1942
1722,The Real Life of Sebastian Knight,Vladimir Nabokov,1941
1723,Happy Moscow,Andrey Platonov,
1724,Knots and Crosses: An Inspector Rebus Novel,Ian Rankin,1987
1725,Emily of New Moon,L. M. Montgomery,1923
1726,First Love,Ivan Turgenev,1860
1727,Diary of a Wimpy Kid,Jeff Kinney,
1728,Poems of Alfred Lord Tennyson,Alfred Lord Tennyson,1892
1729,V for Vendetta,Alan Moore,1982
1730,The Three-Arched Bridge,Ismail Kadare,1978
1731,The Story of Tracy Beaker,Jacqueline Wilson,1991
1732,Ballet Shoes,Noel Streatfeild,1936
1733,Home Fire,Kamila Shamsie,2017
1734,Another Country,Karel Schoeman,1984
1735,14-Aug,Aleksandr Isaevich Solzhenit︠s︡yn,1971
1736,Goodnight Mister Tom,Michelle Magorian,1981
1737,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.,Gonzalo Torrente Ballester,1972
1738,Forever...,Judy Blume,1975
1739,Astonishing the Gods,Ben Okri,1995
1740,City of Bohane,Kevin Barry,2011
1741,Édes Anna,Dezső Kosztolányi,1991
1742,Siebenkäs,Jean Paul,1796
1743,Journey by Moonlight,Antal Szerb,1937
1744,The Stone Raft,José Saramago,1986
1745,The Worst Witch,Jill Murphy,1974
